,korean,english
1731,나는 이 문제 틀렸다고 하는데 나랑 똑같은 답 쓰지 않았어?,I got this question wrong but didn't you write the same answer as me?
1732,천천히 말해준다면 거의 알아들어요.,I can understand it if they speak slowly.
1733,왜 갑자기 인터넷 접속이 안되는지는 나도 잘 모르겠어.,I don't know why the internet connection suddenly broke down.
1734,그때면 저도 괜찮습니다. 저도 참석하도록 할게요.,"That's fine with me, too. I will attend the meeting."
1735,체육복을 입은 학생은 책을 읽고 있어.,Student who wears a sport uniform is reading a book.
1736,다음 맵은 클리어해야만 볼 수 있어요.,Clear this stage to see the next map.
1737,펌프가 동작하는 것을 들을 수 있어.,You can hear the pump is working.
1738,우리나라 개인정보보호법에도 관련 규정이 존재해요.,There are similar articles on Korea's privacy law.
1739,아니면 학교통장으로 입금을 해야 하나요?,Or do I need to make the deposit to the school account?
1740,그렇다면 공장 견학 시 안내자를 따로 정해야겠네요.,"Then, we'll need to appoint the guide for the field trip."
1741,오늘 저녁 퇴근길에 영화를 보고 왔어요.,I watched a movie on my way home today.
1742,어떤 상황인지 충분히 이해했어요.,I have fully understood the situation.
1743,성함 알려주신 후 이름을 부를 때까지 앉아서 기다려주세요.,Please tell me your name and take a seat until I call your name.
1744,해답은 이미 인터넷에 올려둔 상태인데 점수 때문에 그런가요?,Is it because of the score because I already uploaded the solutions online?
1745,가족이 몇 명이냐에 따라 다르긴 하지만 이 제품이 가장 인기가 좋습니다.,This product is the most popular although it depends on how many family members there are.
1746,단체 관광객처럼 이것 저것 구경했어요.,We were seeing this and that like a group of travelers.
1747,이러한 제도의 긍정적인 효과를 알아볼 것이예요.,We're going to search positive effects of this system.
1748,그 알람 베터리를 교체 해야 될 것 같아.,The alarm battery needs to be changed.
1749,실례합니다. 혹시 오늘 수건을 더 받아 갈 수 있을까요?,"Excuse me. Could I get some more towels today, please?"
1750,그 사람의 이름을 서류에서 지워 주세요.,Please delete his name on the paper.
1751,로또는 열심히 일을 하면서도 즐길 수 있어.,Lottery can be enjoyed while working hard.
1752,샴페인 한잔하면서 축하하고 싶은데 어때요?,Why not celebrate over a glass of champagne?
1753,그때부터 요리사가 제 우상직업이었어요.,Since then becoming a cook was my dream job.
1754,애리조나의 새로운 공장을 말씀하시는 거군요.,You must be talking about the new factory in Arizona.
1755,쪽지 시험 보기 전에 중간고사 점수 알려주시면 안 될까요?,Could you tell us our scores before the quiz?
1756,어제 산 자전거가 좀 이상한 것 같아서 바꾸러 왔어요.,I came here to change the bike I bought yesterday because I thought it is a bit weird.
1757,언니가 마사지를 받고 있는데 언제 끝나는지 알 수 있을까요?,When does my sister finish her massage today?
1758,주말 동안 푹 쉬고 다음주에 꼭 만나요.,Rest for the weekend and meet next week.
1759,저는 제 남편에 대해 이혼 소송을 했어요.,I filed a lawsuit for divorce against my husband.
1760,하지만 나는 집의 가장 중요한 요소는 가족이라고 생각해요.,But I reckon the most important factor of a  house is family.
1761,"제가 다이어트를 잘 하고 있었는데, 지금 그만 망쳐 버렸네요.","My diet was going so well, but now I've ruined it."
1762,내가 참여 할 수 없게 된 건가요?,Am I unable to participate anymore?
1763,그리고 역습에 특화되어 있어요.,And I am suitable for fastbreak plays.
1764,신혼여행 축하드리는 의미에서 무료로 객실을 업그레이드해 드리겠습니다.,We will offer you a free room upgrade to congratulate you on your honeymoon.
1765,그날 밤 꿈에서 내 남편이 손에 수갑을 차고 있었어.,"In that day's dream, my husband was wearing handcuffs."
1766,태그와 제품이 서로 일치하지 않았어.,The tag and the product didn't match.
1767,작은 시장에서 과연 얼마나 버틸수 있을까 라는 이야기도 많았죠.,Many doubted how long we would bear in the small market.
1768,나는 케이팝하면 동방신기가 가장 유명한 줄 알았어.,I thought TVXQ was the most famous K-pop group.
1769,나는 다른 외국인 들이 말하는 거를 들어 볼려고 노력해요.,I'm trying to listen to other foreigners speaking.
1770,맞아. 그 사람이 새벽에 술을 너무 많이 먹고 음주운전을 하다가 적발되었대.,That's him. He is arrested for drunk driving early this morning.
1771,제 생각에는 10분에서 20분 정도만 얘기하면 될 것 같아요.,I'm thinking that I'll only need about 10 to 20 minutes to talk. 
1772,유발 하라리의 '사피엔스'라는 책이야.,It's called 'Sapiens' by Yuval Harari.
1773,예매 후에 티켓 수령은 어떻게 하나요?,How do i pick up the ticket after booking?
1774,이 열차는 여기서 얼마 동안 정차합니까?,How long does this train stop here?
1775,당신은 미인이라서 손님 들이 당신을 많이 선택하나 보군요.,You are a beauty and therefore customers choose you a lot.
1776,어디에 등록하면 되나요?,Where can I register?
1777,똑같은 보호자가 상주 안 해도 되나요? 교대로 해야 할 것 같아서요.,Is it okay if it is not the same guardian? I think they will need to take turns.
1778,"그렇습니다, 보안이 좋지 않아서 밤에는 나가지 않는 것이 좋아요.","That's right, the security isn't good so you shouldn't go outside late at night."
1779,그들은 부자는 따로 있다고 생각해요.,They think that not everyone can be a rich person.
1780,아이들이 직접 토끼에게 먹이를 주고 싶어해서요.,My children want to feed rabbits firsthand.
1781,이렇게 갑자기 요청하시면 직원들만 곤란하겠지만 어쩔 수 없군요. ,"Only the staff would be in trouble if he requests so suddenly like this, but there's nothing we can do."
1782,여기 스포츠 마사지는 전문 마사지사 두명이 한다는게 사실인가요?,Is it true that the sports massage here is done by two professional massage parlors?
1783,"네, 하지만 20%의 확률은 무시해도 되는 건가요?","Yes, but can we ignore the possibility of 20%?"
1784,저녁에는 제주도 흑돼지와 맥주를 먹을 것 이에요.,I'll eat Jeju black pig and beer for supper.
1785,저는 승무원이되어 더 많은 사람들을 웃게 해주고 싶어요.,I want to be a flight attendent and make people happy.
1786,나이 먹기 전에 여행 보내 드리고 싶어.,I want to send them on a trip before they get older.
1787,부모님 덕분에 아주 잘 지내고 있어요. 항상 감사해요. 엄마 아빠는 잘 지내세요?  ,"Thanks to you, of course. How are you, mom and dad?"
1788,감사합니다 부장님. 이제 저도 정식 사원이 될 수 있겠어요.,"Thank you, sir. I can be a permanent employee now."
1789,딸은 학교 이야기를 해 주었어요.,My daughter talked about her school life.
1790,과거의 사건이나 행위 상태를 화상하면서 말할 때 사용해요.,We use it when we talk about something occured in the past.
1791,아니에요. 실례가 안 된다면 이번에는 저희 부부 사진 부탁드려도 될까요?,"No trouble at all. Could you please take our picture, too?"
1792,아침 일찍 일어나서 많이 피곤했어요.,I was so tired as I woke up early in the morning.
1793,예약이 완료되면 자동으로 확인 이메일이 발송됩니다.,An automated confirmation email is sent when the reservation is complete.
1794,오후에는 초콜릿을 만들 것이에요.,I will make chocolate in the afternoon.
1795,그 가게에는 야구 카드가 잘 배열되어 있었어요.,The shop had a good array of baseball cards.
1796,네. 감사합니다. 혹시나 약이 잘 듣지 않으면 다시 방문할게요.,Sure. Thank you. I'll come to see you again if it doesn't work.
1797,점심에 샌드위치를 먹으러 공원에 가요.,I go to a park to eat a sandwich for lunch.
1798,내가 진짜 필요한 건 당신의 진짜 사랑이예요.,It is your true love that I really need.
1799,당신 생각 하다보니 답장하는 것을 잊고 있었어.,I forgot to reply as I was thinking of you.
1800,항공권 예약번호와 성함 좀 확인해 주시겠어요?,"May I have your ticket reservation number and name, please?"
1801,원정 응원 오신 거군요. 그러면 여기가 맞아요.,You're here to watch the visitors. Then this is right.
1802,우리는 도착이 빠른 배로 일정을 변경했어요.,We changed schedule to the ship that arrives faster.
1803,하얀색 삼성 노트북이고 A4 사이즈보다는 큽니다.,Do you live alone? Please tell me your address.
1804,멕시코에 처음 와 보셨나요?,Is this your first time in Mexico?
1805,저는 길이를 다르게 해달라는 말은 하지 않았어요.,I didn't ask for a different length.
1806,"나는 음식점에서 제일 중요한 부분이 위생이라고 생각하는데, 여기는 최악이었지.","I believe hygine is the most important for a restaurant, and this place was the worst."
1807,비호감 이미지인 사람들만 이렇게 캐스팅하기도 쉽지 않을 텐데. ,I don't think it'd be easy to cast only the unlikable people like this.
1808,배는 구원의 빛을 좇아 항해해요.,The ship sails chasing the light of rescue.
